epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,2406.47,0.69581,0.31728,0.96921,0.89855,0.86779,0.89161,0.68502,1.20228,0.54262,1.34742,0.00381899,0.00381899,0.00381899
12,501.571,0.85032,0.43129,1.04305,0.89982,0.86757,0.89169,0.6738,1.15581,0.57759,1.26266,0.00970736,0.00970736,0.00970736
60,2447.69,0.69627,0.31708,0.96915,0.89417,0.86757,0.89188,0.68282,1.20572,0.54439,1.34792,0.00366899,0.00366899,0.00366899
36,1473.31,0.75859,0.35322,0.99436,0.909,0.86714,0.89598,0.68784,1.1686,0.53007,1.28784,0.00729725,0.00729725,0.00729725
41,1675.72,0.7427,0.34489,0.98788,0.89982,0.86709,0.88938,0.67919,1.18335,0.5404,1.3045,0.00657963,0.00657963,0.00657963
68,2771.77,0.67496,0.30393,0.96036,0.89585,0.86612,0.88764,0.68134,1.21184,0.53621,1.35761,0.00253024,0.00253024,0.00253024
72,2933.55,0.66564,0.29838,0.95489,0.89976,0.86542,0.88979,0.68053,1.22317,0.54048,1.37206,0.00201611,0.00201611,0.00201611
86,3500.05,0.64322,0.28676,0.94977,0.89442,0.86499,0.88752,0.67836,1.22335,0.54448,1.38097,0.000639518,0.000639518,0.000639518
67,2731.39,0.67532,0.30456,0.95933,0.89517,0.86477,0.88792,0.68225,1.21269,0.53793,1.358,0.00266532,0.00266532,0.00266532
48,1959.93,0.72809,0.33536,0.98055,0.89795,0.86469,0.89385,0.68548,1.18575,0.53596,1.31414,0.00551584,0.00551584,0.00551584
58,2365.92,0.70138,0.31943,0.96965,0.90102,0.8646,0.88924,0.6853,1.2,0.53979,1.34446,0.00397019,0.00397019,0.00397019
71,2893.1,0.66573,0.29978,0.95639,0.89754,0.86442,0.88831,0.68165,1.2206,0.54018,1.36756,0.00214046,0.00214046,0.00214046
80,3256.86,0.65175,0.29118,0.9513,0.89559,0.86414,0.88687,0.67998,1.22267,0.54639,1.37482,0.00113873,0.00113873,0.00113873
73,2973.99,0.66244,0.29738,0.95557,0.89991,0.86413,0.89002,0.6799,1.22381,0.54106,1.37457,0.00189475,0.00189475,0.00189475
76,3095.23,0.65733,0.29406,0.95406,0.89907,0.86413,0.88813,0.67978,1.22332,0.54424,1.37511,0.00154982,0.00154982,0.00154982
75,3054.83,0.6625,0.29647,0.95528,0.89985,0.86391,0.88935,0.67961,1.22366,0.54222,1.37492,0.00166149,0.00166149,0.00166149
79,3216.43,0.65313,0.29103,0.9524,0.89483,0.86391,0.88648,0.67951,1.22232,0.54725,1.37441,0.00123596,0.00123596,0.00123596
78,3176,0.65554,0.2926,0.95206,0.89656,0.86348,0.88689,0.68018,1.22269,0.54672,1.37498,0.00133695,0.00133695,0.00133695
83,3378.15,0.64808,0.28926,0.95037,0.896,0.86326,0.88683,0.67852,1.22412,0.54573,1.38061,0.000870577,0.000870577,0.000870577
82,3337.73,0.65234,0.2905,0.95062,0.89595,0.86322,0.88654,0.67846,1.22368,0.54605,1.3786,0.000955951,0.000955951,0.000955951
62,2528.62,0.68924,0.31341,0.96592,0.89634,0.86305,0.89196,0.6843,1.20878,0.54002,1.35458,0.00337325,0.00337325,0.00337325
63,2569.1,0.68304,0.31081,0.96252,0.90109,0.86305,0.89372,0.68317,1.21027,0.54253,1.35791,0.00322778,0.00322778,0.00322778
74,3014.42,0.66241,0.29713,0.95483,0.89985,0.86286,0.88976,0.68039,1.22476,0.54019,1.37588,0.00177651,0.00177651,0.00177651
77,3135.68,0.65459,0.29264,0.95122,0.8987,0.86285,0.88678,0.67928,1.22382,0.54722,1.37513,0.00144161,0.00144161,0.00144161
69,2812.23,0.67059,0.30252,0.95888,0.89999,0.86267,0.88849,0.6822,1.21448,0.53558,1.36105,0.00239766,0.00239766,0.00239766
84,3418.56,0.65026,0.29003,0.94975,0.89737,0.86262,0.88714,0.67774,1.22339,0.54543,1.38019,0.000789327,0.000789327,0.000789327
53,2163.18,0.70965,0.32533,0.97426,0.90185,0.8624,0.89097,0.67916,1.20159,0.54933,1.33837,0.00473919,0.00473919,0.00473919
81,3297.27,0.64804,0.28927,0.95033,0.89702,0.86209,0.88667,0.67842,1.22297,0.54579,1.3764,0.00104537,0.00104537,0.00104537
64,2609.58,0.68357,0.30876,0.96247,0.9041,0.86176,0.89311,0.6832,1.21365,0.5411,1.35943,0.00308412,0.00308412,0.00308412
54,2203.71,0.70783,0.32347,0.97302,0.91322,0.86159,0.89508,0.68398,1.19951,0.54343,1.33329,0.00458416,0.00458416,0.00458416
88,3581.08,0.64343,0.28643,0.94839,0.89804,0.86154,0.88751,0.67702,1.22401,0.54445,1.38135,0.000507115,0.000507115,0.000507115
11,461.151,0.86491,0.43903,1.05053,0.88247,0.86097,0.89201,0.65008,1.22497,0.62235,1.31777,0.00975773,0.00975773,0.00975773
66,2690.94,0.67885,0.30589,0.96059,0.90148,0.86069,0.89026,0.68301,1.21073,0.54034,1.35616,0.00280275,0.00280275,0.00280275
87,3540.59,0.64235,0.2854,0.9471,0.89826,0.86068,0.88694,0.67772,1.22319,0.54442,1.38038,0.000571106,0.000571106,0.000571106
70,2852.61,0.67366,0.30252,0.95852,0.90298,0.86025,0.8898,0.68267,1.21626,0.53863,1.36306,0.00226769,0.00226769,0.00226769
85,3459.03,0.6467,0.28784,0.95084,0.90059,0.86025,0.88751,0.67825,1.22399,0.54576,1.38162,0.000712282,0.000712282,0.000712282
65,2650.03,0.6817,0.30873,0.96246,0.90014,0.86003,0.89065,0.68287,1.20895,0.54467,1.35396,0.00294239,0.00294239,0.00294239
15,622.653,0.83957,0.41738,1.03671,0.90504,0.85896,0.88585,0.67044,1.16983,0.58532,1.26726,0.00952889,0.00952889,0.00952889
91,3704.36,0.69852,0.2787,0.95131,0.90308,0.85807,0.8881,0.67774,1.22453,0.54483,1.38296,0.00034227,0.00034227,0.00034227
89,3621.53,0.64048,0.28399,0.94672,0.90346,0.85707,0.88804,0.67768,1.22409,0.545,1.38174,0.000447606,0.000447606,0.000447606
92,3744.47,0.68688,0.27379,0.94616,0.90155,0.85702,0.88728,0.67746,1.22467,0.54496,1.38336,0.000296546,0.000296546,0.000296546
95,3864.61,0.6807,0.27153,0.94317,0.90075,0.85702,0.88687,0.67771,1.22355,0.54549,1.38403,0.000187678,0.000187678,0.000187678
97,3944.68,0.67757,0.27,0.94373,0.89918,0.85702,0.88699,0.67786,1.22396,0.54513,1.38577,0.000139032,0.000139032,0.000139032
90,3662.02,0.63795,0.28335,0.94814,0.90304,0.85696,0.88773,0.67759,1.22485,0.54458,1.38236,0.00039264,0.00039264,0.00039264
94,3824.5,0.68023,0.27135,0.94307,0.89988,0.8568,0.88632,0.67663,1.22481,0.54508,1.38461,0.000219212,0.000219212,0.000219212
98,3984.72,0.67852,0.26984,0.94293,0.89823,0.8568,0.88687,0.67821,1.22319,0.54547,1.38563,0.000121968,0.000121968,0.000121968
96,3904.6,0.67861,0.27086,0.94269,0.89979,0.85659,0.88669,0.67767,1.22363,0.54506,1.3847,0.000160943,0.000160943,0.000160943
93,3784.46,0.68383,0.2732,0.94463,0.90119,0.85658,0.88682,0.67784,1.22494,0.54479,1.3842,0.000255513,0.000255513,0.000255513
100,4064.61,0.67431,0.2691,0.9403,0.90102,0.85508,0.88596,0.67759,1.22251,0.54609,1.38525,0.000102443,0.000102443,0.000102443
99,4024.7,0.67679,0.26942,0.94157,0.90186,0.85465,0.88619,0.67808,1.22255,0.54541,1.38507,0.000109768,0.000109768,0.000109768
30,1230.41,0.77847,0.36842,1.00415,0.90754,0.85357,0.89185,0.68135,1.16748,0.54819,1.27167,0.00808389,0.00808389,0.00808389
13,541.854,0.85316,0.42658,1.04074,0.9063,0.84948,0.8887,0.66949,1.16596,0.58818,1.28426,0.00965239,0.00965239,0.00965239
6,258.786,0.91763,0.49429,1.08362,0.87834,0.84518,0.87496,0.64936,1.17505,0.65334,1.27671,0.00993906,0.00993906,0.00993906
9,380.22,0.87852,0.45499,1.05944,0.90263,0.84271,0.88911,0.65816,1.17801,0.60838,1.29277,0.00984449,0.00984449,0.00984449
8,339.77,0.89155,0.466,1.06692,0.83639,0.84001,0.8675,0.62364,1.23186,0.6925,1.37256,0.00988079,0.00988079,0.00988079
10,420.63,0.87383,0.44685,1.05666,0.88375,0.8385,0.87184,0.64613,1.21349,0.63569,1.32742,0.00980345,0.00980345,0.00980345
5,218.282,0.935,0.51776,1.09425,0.84981,0.83843,0.86891,0.62824,1.22028,0.69371,1.34291,0.00996097,0.00996097,0.00996097
7,299.197,0.90182,0.4788,1.07525,0.86292,0.82666,0.83227,0.6243,1.19509,0.70918,1.30994,0.00991232,0.00991232,0.00991232
4,177.921,0.9617,0.54934,1.10831,0.71114,0.79888,0.83945,0.61464,1.20333,0.88188,1.30362,0.00997803,0.00997803,0.00997803
2,96.906,1.01478,0.63755,1.14252,0.53655,0.74871,0.78427,0.56984,1.28259,1.43164,1.42745,0.00664731,0.00664731,0.040158
3,137.538,0.98953,0.5937,1.12703,0.72305,0.71908,0.74724,0.54606,1.32687,1.31498,1.43345,0.00997252,0.00997252,0.0101498
1,56.4648,1.07353,0.92003,1.19027,0.65012,0.49996,0.56906,0.41749,1.67383,2.30291,1.82695,0.0033156,0.0033156,0.0701596
,1.13,,,,,,,,,,,,,
